review,polarity,translated
"Ne vous faites pas d'illusions, ce film ne va pas révolutionner le cinéma c'est certain. Il reste néanmoins un bon thriller plutôt bien ficelé, pas ennuyant puisque finalement ce film n'est pas très long et les acteurs y jouent bien leurs rôles respectifs. Un film à voir, je trouve les critiques un peu sévères, j'ai vu de nombreux films bien pires que celui là, je le recommande donc.",0,"আপনি বিভ্রান্তি করবেন না, এই চলচ্চিত্রটি চলচ্চিত্রটিকে বিপ্লব করবে না।তা সত্ত্বেও, এখনও একটি ভাল থ্রিলার বেশ ভাল টাইট, অবশেষে থেকে বিরক্তিকর নয়, অবশেষে এই চলচ্চিত্রটি খুব দীর্ঘ নয় এবং অভিনেতা তাদের নিজ নিজ ভূমিকা পালন করেন।একটি সিনেমা দেখতে, আমি সমালোচনার একটি সামান্য গুরুতর খুঁজে পাচ্ছি, আমি সেখানে অনেকগুলি সিনেমা খুব খারাপ দেখেছি, আমি এটা সুপারিশ করি।"
"Un conte philosophico-sentimental obscure et un film de sabre à la violence hyper- stylisée, à la mise en scène baroque (ralentis, arrêts sur images, angles de vue insolites… tout y passe) comme dans une certaine veine du western spaghetti. Le résultat est passablement gratuit, maniéré et même prétentieux, même s‘il y a très belles images. Pour du cinéma asiatique proche du spaghetti mieux vaut voir ou revoir la grande œuvre pillée de Kurosawa, « Le garde du corps ».",1,"একটি অস্পষ্ট দার্শনিক-অনুভূতিশীল গল্প এবং হাইপার-স্টাইলাইজড সহিংসতার সাথে একটি তলোয়ার ফিল্ম, বারুক স্টেজিং (ধীরে ধীরে, ছবিগুলিতে স্টপ, অস্বাভাবিক দৃশ্য কোণগুলি ... সবকিছু পাস করে) হিসাবে পশ্চিমা স্প্যাগেটিয়ের একটি নির্দিষ্ট শিরা হিসাবে।ফলাফল মোটামুটি বিনামূল্যে, পরিচালিত এবং এমনকি pretentious, এমনকি যদি খুব সুন্দর ছবি আছে।Spaghetti এর কাছাকাছি এশিয়ান সিনেমা জন্য ভাল বা Kurosawa এর মহান কাজ, ""দ্য Bodyguard"" পর্যালোচনা।"
"Huis-clos en plein air, ce ""duel"" est un film plein de bruits et de fureur, qui sait aussi se faire poème élégiaque et panthéiste. Boorman nous surprend une fois de plus en confrontant l'homme à la nature sauvage, façon de le dépouiller de son vernis social et de faire ressortir sa profonde violence toute comme son absolu irrationalité. Mais le film n'a pas la radicalité de ""Délivrance"" : il débouche sur une humanité profonde et sur le constat de l'absurdité des haines viscérales qui opposent les hommes. L'enfer ce n'est pas les autres, c'est le regard que l'on pose sur eux. A la fin de « Duel dans le Pacifique », au terme d’une traversée en radeau apaisée et lyrique, suggérant une liberté et une amitié retrouvées, les deux passagers se retrouvent dans un décor de guerre qu’ils avaient voulu fuir. Ironie désenchantée typiquement boormanienne qui n’a d’égal que le commentaire que nous propose l’auteur sur l’étonnante ingéniosité de l’homme a aménager son cadre de vie pour aussitôt le détruire de querelles puériles. Ainsi, l’éclat d’une mise en scène purement physique tendant paradoxalement à l’abstraction est-elle à nouveau au service d’une réflexion sur les rapports entre la nature et la culture, sur la capacité de l’homme à la fois d’assurer sa prééminence face à un milieu hostile et de causer sa propre chute. Malgré quelques problèmes de rythme, un film passionnant de Boorman.",0,"ঘনিষ্ঠ অন্দর বন্ধ, এই ""দ্বৈত"" শব্দ এবং রাগ পূর্ণ একটি সিনেমা, যারা শোক এবং pantheistic কবিতা কিভাবে জানেন। বন্যার প্রকৃত প্রকৃতিতে মানুষকে মুখোমুখি হওয়ার সাথে সাথে বোর্মান আমাদেরকে আবার অবাক করে দেয়, কিভাবে তাকে তার সামাজিক বার্নিশের দিকে ঠেলে দেবেন এবং তার সম্পূর্ণ অযৌক্তিকতা হিসাবে তার গভীর সহিংসতা বের করে আনতে পারে। কিন্তু চলচ্চিত্রটি ""ডেলিভারেন্স"" এর র্যাডিক্যালিটি নেই: এটি একটি গভীর মানবতার দিকে পরিচালিত করে এবং মানুষের বিরোধিতা করে এমন ভিসার্কের ঘৃণার অযৌক্তিকতা পর্যবেক্ষণ করে। জাহান্নাম এটা অন্যদের নয়, এটা আমরা তাদের উপর রাখা চেহারা। একটি শান্ত ও গীতিকারের ডুয়েল ""এর শেষে, একটি শান্ত ও গীতিকারের রাফ্ট ক্রসিংয়ের শেষে, প্রতিষ্ঠিত স্বাধীনতা ও বন্ধুত্বের প্রস্তাব দেয়, দুই যাত্রী নিজেদেরকে এমন একটি যুদ্ধের সাজসজ্জা খুঁজে পায় যা তারা পালিয়ে যেতে চেয়েছিল। সাধারণত বিদ্বেষপূর্ণ বিদ্রূপ যা কেবল তার জীবন্ত পরিবেশের বিকাশের জন্য তার জীবন্ত পরিবেশের বিকাশের জন্য লেখক এর মন্তব্যের সাথে সাথে মিলিত হয়। সুতরাং, একটি বিশুদ্ধভাবে শারীরিক স্টেজিং বিপরীতভাবে প্রকৃতি ও সংস্কৃতির মধ্যে সম্পর্কের প্রতিফলনের সেবায় আবারো বিমূর্ততা বজায় রাখে, যা একটি প্রতিকূল পরিবেশের বিরুদ্ধে তার প্রাধান্য নিশ্চিত করতে এবং নিজের পতন ঘটায় । কিছু তাল সমস্যা সত্ত্বেও, বোডার্ডনের একটি উত্তেজনাপূর্ণ চলচ্চিত্র।"
"La réalisation est soignée et fidèle au livre. Ce qui est superbement rendu c'est la création d'un monde en soi sur ce bout de plage et son poignant effacement, une métaphore de la vie.",0,"উপলব্ধি বইয়ের সুস্বাদু এবং বিশ্বস্ত।কি চমত্কারভাবে এটি রেন্ডার করা হয় এটি সমুদ্র সৈকত এই টুকরা এবং তার নির্বোধ মুছে ফেলা, জীবনের একটি রূপক, এটি একটি বিশ্বের সৃষ্টি।"
"Un vide intersidéral. Une musique vraiment pas terrible plaquée sur des images insipides, c'est tout ce qui ressort de ce projet pompeux. Enfin, si on voit le début; il y a message clair: il est grand temps d'abolir le vocoder...",1,"একটি intersid খালি।Innapid ইমেজগুলিতে একটি সত্যিই কোন ভয়ানক সঙ্গীত ধাতুপট্টাবৃত, যে সব এই pompous প্রকল্প থেকে উদ্ভূত হয়।অবশেষে, যদি আমরা শুরুতে দেখি;স্পষ্ট বার্তা আছে: ভোকোডার বিলুপ্ত করার জন্য এটি উচ্চতর সময় ..."
"j'ai vraiment pas aime, il ne se passe rien et je trouve l'interpretation plutot mauvaise, j'y ai pas cru une seconde. Je trouve la fin un peu facile , ca tombe dans le melo, et la morale du film , c'est mieux de cultiver des choux et vivre a la campagne que vivre dans les villes ou il y a que des gens superficiel .Prochain theme du film de wall disney????!!!!",1,"আমি সত্যিই পছন্দ করি নি, কিছুই না, আমি ব্যাখ্যা করি বরং খারাপ, আমি দ্বিতীয়টি বিশ্বাস করি নি।আমি শেষটি সহজে খুঁজে পাচ্ছি, এটি মেলোতে পড়ে, এটি চলচ্চিত্রের নৈতিকতা, বাঁধাকপি চাষ করা এবং শহরে বাস করে এমন দেশে বসবাস করা ভাল, অথবা ওয়াল ডিজনি চলচ্চিত্রের প্রোলাইইন থিম? ??? !!!!"
"le film est banal, une femme d'âge mûr, très mûre même, succombe aux avances d'un jeune boxeur, helen mirren, cette actrice britanique, aux rôles sortant de l'ordinaire, de la queen elisabeth à la mère-au-foyer vendant ses charmes sur un calendrier ou enccore cette prof acâriatre ou l'épouse inquiète de la disparition de son époux, ce qui me gène un peu c'est ce happy end à l'américaine que l'on voit dans beaucoup de films",1,"চলচ্চিত্রটি সাধারণ, একজন পরিপক্ব নারী, খুব পরিপক্ক, এমনকি একটি অল্প বয়স্ক বক্সার, হেলেন মিরেন, এই ব্রিটিশ অভিনেত্রী, রাণী এলিজাবেথের কাছে আসার ভূমিকাগুলির জন্য, রানী এলিজাবেথের মায়ের-এ-ফায়ারারের কাছ থেকে বেরিয়ে আসা ভূমিকা পালন করে। একটি ক্যালেন্ডার বা কঙ্কর উপর charms এই শিক্ষক বা স্ত্রী তার স্বামী অন্তর্ধান সম্পর্কে চিন্তিত, যা আমাকে একটি সামান্য দেয় যে আমেরিকান এই সুখী শেষ যে আমরা অনেক ফিল্মে দেখতে"
"Une impressionnante performance en matière de nullité. ""Torture"" est un film d'horreur bon marché, justement méconnu du grand public, mettant en scène une histoire non seulement pas terrible, mais qui en plus ne tient pas toujours debout, les acteurs sont franchement mauvais, la fin prévisible et bâclée, la mise en scène pas belle et tout ca est vraiment tres mal filmé, c'est a croire que le réalisateur n'y met vraiment pas du sien pour rendre son film regardable. Beuark.",1,"নকল একটি চিত্তাকর্ষক কর্মক্ষমতা।""নির্যাতন"" একটি সস্তা ভয়াবহ চলচ্চিত্র, সাধারণ জনগণের কাছে অবিকল অজানা, একটি গল্পটি কেবলমাত্র ভয়ানক নয়, তবে এটি সর্বদা দাঁড়ায় না, অভিনেতা স্পষ্টভাবে খারাপ, পূর্বাভাসহীন এবং পঙ্কিল শেষ, স্টেজিং সুন্দর না সবকিছু সত্যিই খারাপভাবে চিত্রিত, এটা বিশ্বাস করা যে পরিচালক সত্যিই তার ছবি দেখার জন্য তাকে রাখা না।Beuark।"
"Une démarche profondément originale , engagée , d'une grande exactitude historique ; réflexion passionnante sur l'image, la représentation, le cinéma, la création des légendes . Incontournable .",0,"একটি গভীর মূল পদ্ধতি, মহান ঐতিহাসিক সঠিকতা, প্রতিশ্রুতিবদ্ধ;ইমেজ, উপস্থাপনা, সিনেমা, কিংবদন্তি সৃষ্টি উপর উত্তেজনাপূর্ণ প্রতিফলন।অপরিহার্য।"
"Que dire de ce film&#8230; Steven Seagal contre les vampires je dirai bonne idée&#8230; Mais ce film est vraiment mauvais, action nulle, vampires très lent bref très mauvais tout ça !",1,"এই সিনেমা সম্পর্কে কী এবং # 8230;ভ্যাম্পায়ারের বিরুদ্ধে স্টিভেন Seagal আমি ভাল ধারণা বলতে হবে & # 8230;কিন্তু এই সিনেমাটি সত্যিই খারাপ, জিরো অ্যাকশন, খুব ধীর ভ্যাম্পায়ারগুলি খুবই খারাপ!"
Nanar.,1,নানর।
"Denzel Washington est probablement l'un des acteurs américains les plus mal exploités par l'industrie hollywoodienne : incroyable de voir un tel talent de comédien gâché par une succession de productions furieusement calibrées, dénuées d'âme et de style ! En ce sens le film de Norman Jewison témoigne parfaitement de cette cruelle réalité : Denzel y est impressionnant, conciliant charisme et stoïcisme avec une virtuosité difficilement contestable. Pour le reste Hurricane Carter est un produit standard sans audaces, déjà vu des centaines de fois dans le paysage du cinéma des années 90 : musique sirupeuse, dialogues ronflants et recyclés jusqu'à l'épuisement, cadrages proprets, montage saisissant de platitude... Bref l'ensemble est franchement médiocre mais miraculeusement sauvé par la prestation magnétique de Denzel Washington, acteur que peu de cinéastes ont su diriger à la hauteur de son potentiel - Jonathan Demme peut-être ? Hurricane Carter s'oublie vite, un peu comme on évaluerait une composition correcte d'élève de seconde... Dommage.",1,"ডেনজেল ​​ওয়াশিংটন সম্ভবত হলিউড শিল্পের দ্বারা শোষিত সবচেয়ে খারাপ আমেরিকান অভিনেতাগুলির মধ্যে একজন: আশ্চর্যজনকভাবে ক্যালিব্রেটেড প্রোডাকশনগুলির উত্তরাধিকার দ্বারা ক্ষতিকারক একটি কমেডিয়ান প্রতিভা দেখতে আশ্চর্যজনক, আত্মা এবং শৈলী দিয়ে বঞ্চিত! এই অর্থে নর্মান ইহুদি এর চলচ্চিত্রটি এই নিষ্ঠুর বাস্তবতা থেকে পুরোপুরি সাক্ষ্য দেয়: ডেনজেল ​​অত্যন্ত চিত্তাকর্ষক, কনসিলিয়েটিক ক্যারিশম এবং স্টুয়েশনস একটি virtuity সঙ্গে একটি virtuity প্রশ্ন করা কঠিন। বাকি হারিকেন কার্টারের জন্য একটি স্ট্যান্ডার্ড পণ্যটি হ'ল 90 এর দশকের চলচ্চিত্রের আড়াআড়ি থেকে শত শত বার দেখা গেছে: Sirupy সঙ্গীত, Snorkeling এবং পুনর্ব্যবহৃত ডায়ালগগুলি ক্লান্তি পর্যন্ত, পরিষ্কার জিনিসগুলি পরিষ্কার, সমতলতা মাউন্ট করা। পুরোটি সত্যিকারের মধ্যস্থতাকারী, কিন্তু অলৌকিকভাবে ডেনজেল ​​ওয়াশিংটনের চৌম্বকীয় কর্মক্ষমতা দ্বারা অলৌকিকভাবে সংরক্ষিত, অভিনেতা যে কয়েকটি চলচ্চিত্র নির্মাতারা তার সম্ভাব্যতার উচ্চতা হতে সক্ষম হয়েছে - জনাথন ডেমমে হয়তো? হারিকেন কার্টার দ্রুত ভুলে যায়, অল্প সময়ের জন্য আমরা একটি দ্বিতীয় ছাত্রের একটি ভাল ছাত্র মূল্যায়ন করব ... খুব খারাপ।"
Un des meilleurs Almodovar son premier film et déjà les prémisse d'un très grand metteur en scènes ce film est un petit bijou une grande originalité merci à lui je recommande chaleureusement,0,সেরা আলমোডোভারের মধ্যে একটি তার প্রথম সিনেমা এবং ইতিমধ্যেই একটি খুব বড় পরিচালক এর প্রাঙ্গনে এই সিনেমাটি একটি ছোট গহনা একটি মহান মৌলিকত্ব আপনাকে ধন্যবাদ আমি আন্তরিকভাবে আপনাকে ধন্যবাদ
"Scenario telephone,musique et mise en scene digne d'un telefilm du samedi apres midi sur tf1,acteurs qui en font parfois trop.. reste de cette comedie romantique quelques moments assez droles,mais c'est bien peu sur 1h35. On s'attendait a un choc des cultures drole et original,finalement c'est vite fait ennuyant. Passez votre chemin,mangez plutot une bonne moussaka.",1,"দৃশ্যকল্প টেলিফোন, সঙ্গীত এবং দৃশ্যটি TF1 এ একটি টেলিফিল্মের যোগ্য টেলিফিলার যোগ্য, অভিনেতা যারা কখনও কখনও খুব বেশি করে তোলে .. এই রোমান্টিক কমেডি বাকি কিছু মুহূর্তে বেশ মজার, কিন্তু এটি 1h35 এ খুব সামান্য।আমরা মজার এবং মূল ফসলের একটি শক আশা করি, অবশেষে এটি দ্রুত বিরক্তিকর।আপনার পথ পাস, একটি ভাল moussaka খাওয়া।"
"S'inspirant de ""faits réels"", Primeval se démarque par un budget confortable qui lui permet d'avoir un croco plus vrai que nature. Très crédible et impressionant, le saurien en met plein la vue lors des rares moments où on l'aperçoit. Le film navigue entre deux eaux. A la fois survival de premier ordre et drame sur le génocide entre Hutu et Tutsi. On se rend compte que l'homme est un redoutable prédateur qui n'a aucun égal en terme de barbarie. Heureusement, il y a notre ami Gustave pour remettre les pendules à l'heure. Un très bon film de croco au sein d'un pays détruit par la guerre civile, mais aux paysages magnifiques.",0,"""রিয়েল ফ্যাক্টস"" দ্বারা অনুপ্রাণিত, প্রাইমাল একটি আরামদায়ক বাজেটের সাথে দাঁড়িয়েছে যা তাকে প্রকৃতির চেয়ে একটি ক্রোকো বেশি সত্য থাকতে দেয়।খুব বিশ্বাসযোগ্য এবং চিত্তাকর্ষক, আমরা দেখি যখন Saurien কয়েক মুহুর্তের সময় পূর্ণ দৃশ্য রাখে।সিনেমা দুটি জলের মধ্যে নেভিগেট।হুতু ও তুতসির মধ্যে গণহত্যার প্রথম আদেশ ও নাটক উভয়ের বেঁচে থাকা।আমরা বুঝতে পারি যে মানুষটি একটি দুর্বল শিকারী যা বর্বরতার পরিপ্রেক্ষিতে সমান নয়।সৌভাগ্যক্রমে, আমাদের বন্ধু গুস্তাভ রেকর্ড সরাসরি ফিরে রাখা আছে।গৃহযুদ্ধের দ্বারা ধ্বংস হওয়া একটি দেশের একটি খুব ভাল ক্রোকো ফিল্ম, কিন্তু মহৎ ল্যান্ডস্কেপগুলিতে।"
"Le seul intérêt à trouver à cet objet d'un ennui mortel est son illustration désarmante du puritanisme américain puisqu'il lui a été accolé la mention ""restricted"" : on croit rêver. L'irrévérence se résume en vérité à la simple évocation d'un Jésus ""sexy"", preuve que l'Oncle Sam n'a toujours rien perdu de sa morale surannée de vieille bigote. Hormis cette petite anecdote sociologique, rien ne mérite vraiment de retenir l'attention dans cette comédie pseudo-intellectuelle désespérément pas drôle.",1,"মারাত্মক বিরক্তি এই বস্তুটি আবিষ্কারের একমাত্র আগ্রহ হল আমেরিকান পুরিয়েট্যানিজমের তার নিরস্ত্র চিত্রণ, কারণ তিনি তার সাথে যুক্ত ""সীমিত"" উল্লেখ করেছেন: এক স্বপ্নে বিশ্বাস করে।অবিচ্ছেদ্যতা সত্যের মধ্যে সত্যের মধ্যে সত্যই সত্যই সত্যই সত্য, প্রমাণ করে যে আঙ্কেল স্যাম সর্বদা পুরানো বুকে তার সামগ্রিক নৈতিকতা হারিয়ে ফেলেছে।এই সামান্য সমাজবিজ্ঞান ছাড়াও, এই দুঃখজনকভাবে মজার ছদ্ম-বুদ্ধিজীবী কমেডি নয়টি মনোযোগ দেওয়ার যোগ্য নয়।"
"Je n'ai pas retrouvé la patte lynchienne du scénario tortueux et éclaté dans ce ""Blue velvet"", ni une ambiance singulière, là c'est plat et linéaire et par moment, on est d'avantage dans le n'importe quoi, que dans le mystique envoûtant. Quant au suspense on repassera aussi. J'ai essayé deux fois pour voir si ça allait me plaire mais non.",1,"আমি এই ""নীল মখমল"", না একটি একক বায়ুমণ্ডল মধ্যে tortuous এবং বিস্ফোরণ দৃশ্যকল্প এর lynchian ট্যাব খুঁজে পাওয়া যায় নি, সমতল এবং রৈখিক এবং মাঝে মাঝে, আমরা কিছু উপকারী, যে mesmerizing mesmmerizing মধ্যে।কারণ গোপনে লোহার করা হবে।আমি দুবার চেষ্টা করলাম, যদি না আমাকে দয়া করে তবে না।"
"""Jack Reacher"" tout en étant un classique du genre, a ce ""je ne sais quoi"" qui fait la différence afin de donner un certain plaisir bien agréable ! Déjà, le point de départ de l'intrigue avec cette fusillade impressionnante, a le mérite d'impliquer complètement le spectateur qui va suivre avec intérêt cette enquête en progressant petit à petit, car tous les petits détails, les différentes pistes sont bien identifiables pour comprendre les moindres enjeux... Et le scénario est en fait assez bien ficelé pour que notre attention soit soutenue du début à la fin ! Certaines scènes sont de plus très bien filmées et apportent une dimension dramatique inattendue, particulièrement quand notre héros se retrouve être la cible lui-même en s'exerçant au tir... Certes, Tom Cruise fait du Tom Cruise, il est au top comme souvent et bien sûr le plus fort comme on s'y attend... Mais grâce à un certain humour décalé et bienvenu, rien n'est pris trop au sérieux pour donner beaucoup de légèreté à l'ensemble au point de pardonner les quelques incohérences ici et là... En effet, on s'amuse bien souvent de quelques moments très drôles comme quand le propriétaire du stand de tir, venu l'aider dans la scène finale, lui remet une espèce de machette plutôt incongrue pour se défendre... Ce super héros un peu à part, qui débarque et qui repart sans prévenir, aura donc toujours quelqu'un pour le sortir des mauvaises passes telle une simple casquette prêtée au bon moment qui pourra le sauver in extremis ! Bref, un thriller qui n'en est pas vraiment un mais qui fonctionne plutôt bien !",0,"""জ্যাক আপায়ার"" ধারাটির ক্লাসিক হওয়ার সময়, এই ""আমি জানি না"" যা কিছুটা আনন্দকে খুব সুন্দর করে তুলতে পার্থক্য করে! ইতিমধ্যে, এই চিত্তাকর্ষক শুটিংয়ের সাথে এই চক্রান্তের প্রস্থান করার বিন্দুতে, দর্শকের সাথে সম্পূর্ণরূপে জড়িত হওয়ার যোগ্যতা রয়েছে যা এই তদন্তটি সামান্য দ্বারা সামান্য অগ্রগতি অর্জন করবে, কারণ সমস্ত ছোট্ট বিবরণগুলি ক্ষুদ্রতম বোঝার জন্য ভাল সনাক্তকরণযোগ্য চ্যালেঞ্জ ... এবং দৃশ্যকল্পটি শেষ থেকে শুরু করার জন্য আমাদের মনোযোগের জন্য দৃশ্যত বেশ ভাল টাইট! কিছু দৃশ্যগুলি আরো ভালভাবে চিত্রিত এবং একটি অপ্রত্যাশিত নাটকীয় মাত্রা আনতে পারে, বিশেষ করে যখন আমাদের নায়কটি শুটিং করে নিজেকে লক্ষ্য বলে মনে হয় ... অবশ্যই, টম ক্রুজ টম ক্রুজ করে তোলে, সেটি প্রায়শই এবং অবশ্যই অবশ্যই শক্তিশালী আমরা আশা করি ... কিন্তু একটি নির্দিষ্ট হিংস্রতা এবং হাস্যরসকে স্বাগত জানানোর জন্য ধন্যবাদ, তাদের কাছে কয়েকটি অসঙ্গতি ক্ষমা করার জন্য পুরোটা হালকা করার জন্য খুব গুরুত্ব সহকারে গ্রহণ করা হয় না ... প্রকৃতপক্ষে, আমরা প্রায়শই কয়েকটি মজার আছে শুটিং বুথের মালিকের মতো মুহুর্তে, চূড়ান্ত দৃশ্যের মধ্যে তাকে সাহায্য করার জন্য আসে, তাকে নিজেকে রক্ষা করার জন্য এক ধরনের machete দেয়। .. এই সুপারহিরো একটু ব্যতীত, যারা আসে এবং যারা সতর্কতা ছাড়াই ছেড়ে দেয়, সেগুলি সর্বদা থাকবে কেউ তাকে ভুল থেকে বের করে আনতে একটি সহজ টুপি মত একটি সহজ টুপি মত তাকে চরমিসে সংরক্ষণ করতে পারেন! সংক্ষেপে, একটি থ্রিলার যিনি সত্যিই এক না কিন্তু যে বেশ ভাল কাজ করে!"
"Ce second opus des aventures de l'ogre vert Shrek est une réussite à tous les niveaux. Cette fois-ci, Shrek va devoir rencontrer les parents de Fiona qui ne sont pas au courant de leurs apparences d'ogres. Va s'en suivre des péripéties où Shrek va tout faire pour se faire accepter des parents en changeant son apparence. Le film surfe sur la voie du premier opus avec toujours ce style parodique que l'on retrouve avec le personnage idiot de Charmant, le poilant Pinocchio, les trois petits cochons, pain d'épice et la venue du Chat Potté, dont le regard tendre restera comme l'un des gags les plus cultes de la saga. Aussi, le film exploite à merveille la rencontre avec les parents à l'image de la scène délirante du dîner et celle de la pré-rencontre. De plus, la comédie est très présente grâce au personnage de l'âne toujours irrésistible(la scène dans le carosse). Enfin, le film mélange tendresse, magie et fantaisie tout en insérant de multiples références cinématographiques cultes plus ou moins appuyées comme ""Alien"", ""Indiana jones et le temple maudit"" et ""mission Impossible"" dont la référence est délirante. Gardant l'esprit du premier opus, ayant renouveller ses dialogues et conserver l'humour irrésistible de la saga, le film donne un souffle nouveau à la saga et n'est pas une copie toute simple du précédent opus grâce à un scénario très bien fait et des références cinématographiques poilantes.",0,"সবুজ Ogre Shrek এর এডভেন্ঞার ট্যুরিজমের এই দ্বিতীয় Opus সমস্ত স্তরে একটি সাফল্য। এই সময়, শেককে ফিয়ানোদের পিতামাতার সাথে দেখা করতে হবে যারা তাদের ওগ্রাস উপস্থিতি সম্পর্কে সচেতন নয়। বাবা-মা তার চেহারা পরিবর্তন করে পিতামাতার গ্রহণ করার জন্য সবকিছু করতে হবে এমন সাহসিকতা থেকে নিজেদের অনুসরণ করবে। প্রথম ওপাসের রাস্তায় ফিল্ম সার্ফগুলি সর্বদা এই প্যারডি স্টাইলের সাথে যা আমরা সিলমেট মূর্খ চরিত্রের সাথে খুঁজে পাই, পিনোকিচিও প্রেস, তিনটি ছোট শূকর, জিঞ্জারব্রেড এবং ভগ চ্যাটের আসছে, যার নমনীয় চোখ। এক হিসাবে থাকবে সাগা সবচেয়ে সংস্কৃতি gags এর। এছাড়াও, চলচ্চিত্রটি বিস্ময়কর ডিনার দৃশ্যের ছবিতে এবং প্রাক-সভাগুলোর ছবিতে পিতামাতার সাথে বৈঠকে শোষণ করে। উপরন্তু, কমেডি খুবই উপস্থাপিত হয় যে গর্দভের চরিত্রটি সর্বদা অযৌক্তিক (ক্যারিয়ারের মঞ্চে)। অবশেষে, চলচ্চিত্রটি টেন্ডারেন্স, ম্যাজিক এবং ফ্যান্টাসি মিশ্রিত করার সময়, ""এলিয়েন"", ""ইন্ডিয়ানা জোন্স এবং অভিশপ্ত মন্দির"" এবং ""অসম্ভব মিশন"" এবং ""অসম্ভব মিশন"" হিসাবে কম সমর্থিত একাধিক সিনেম্যাটোগ্রাফিক রেফারেন্সগুলি সন্নিবেশ করান এবং যার রেফারেন্সটি হতাশাজনক। প্রথম ওপাসের আত্মা বজায় রেখে, তার কথোপকথনগুলি পুনর্নবীকরণ করে এবং সাগার অপ্রতিরোধ্য হাস্যরস রাখে, চলচ্চিত্রটি সাগা একটি নতুন শ্বাস দেয় এবং পূর্ববর্তী Opus এর একটি সহজ কপি নয় এমন একটি দৃশ্যের একটি সহজ অনুলিপি নয় রেফারেন্স।"
"Génial ! Je reste encore sous l'émotion de ce film très humain et courageux, qui laisse plein d'espoir sur la nature de l'homme. L'histoire et son contexte historique, le jeux des acteurs, scénario, musique. A voir absoluement",0,"অসাধারণ !আমি এখনও এই মানব ও সাহসী চলচ্চিত্রের আবেগের আওতায় আছি, যা মানুষের প্রকৃতির আশার আশা পূর্ণ করে।ইতিহাস এবং এর ঐতিহাসিক প্রসঙ্গ, অভিনেতা গেমস, দৃশ্য, সঙ্গীত।একেবারে দেখতে"
"Car Fusi (titre original) raconte l’histoire d’un homme trop grand et trop gentil, perdu dans un monde sali par la perversion et le manque d’espoir. Fusi a appris à se contenter de peu et encaisser la brutalité des autres, car son physique et sa personnalité ne rentrent pas dans les normes dictées par la société moderne. Il tente alors de se faire aussi petit et discret qu’il le peut pour ne pas déranger l’ordre établi. Quelle connerie… Pourquoi le fait d’écouter du heavy metal et de représenter des batailles de la Seconde guerre Mondiale sur un plateau serait moins cool que de se bourrer la gueule devant des filles à moitié nues ? Bon, je l’avoue, la réponse est dans la question… Ha ha ! Mais quelle fille ne craquerait pas pour un homme qui lui tient compagnie alors qu’elle est enfermée dans un placard en pleine dépression, et qui lui dédicace sa chanson mielleuse préférée à la radio, quitte à se griller auprès de son présentateur fétiche. Certes, les femmes craquent toujours pour les bad boys superficiels en premier, mais face à Fusi, il y a de la concurrence, moi je vous le dis ! (...) Suite sur mon blog :)",0,"কারণ Fusi (মূল শিরোনাম) একটি মানুষের গল্পটি খুব বড় এবং খুব বড় গল্প বলে, বিকৃত দ্বারা একটি মাটি বিশ্বের হারিয়ে গেছে এবং আশার অভাব। ফুসিও সামান্য এবং অন্যদের নিষ্ঠুরতার নগদ জন্য বসতে শিখেছি, কারণ তার শারীরিক এবং তার ব্যক্তিত্ব আধুনিক সমাজের দ্বারা নির্ধারিত মানগুলিতে ফিরে আসে না। তারপর তিনি এত ছোট এবং বুদ্ধিমান হওয়ার চেষ্টা করেন কারণ এটি প্রতিষ্ঠিত আদেশটি বিরক্ত করতে পারে না। কি bullshit ... কেন ভারী ধাতু শুনতে এবং একটি প্লেট উপর দ্বিতীয় বিশ্বযুদ্ধের যুদ্ধ প্রতিনিধিত্ব করে অর্ধ নগ্ন মেয়েদের সামনে মুখের চেয়ে কম শীতল হবে? আচ্ছা, আমি স্বীকার করি, উত্তরটি প্রশ্ন হচ্ছে ... হা হা! কিন্তু একটি মেয়েটি এমন একজন ব্যক্তির জন্য কী করবে না যে তাকে সম্পূর্ণ বিষণ্নতায় একটি পায়খানা মধ্যে লক করা হয়, এবং রেডিও উপর তার মধু গান dedicates যারা তার প্রিয় উপস্থাপক সঙ্গে গ্রিল করতে পাতা। অবশ্যই, নারী সর্বদা সর্বশ্রেষ্ঠ খারাপ ছেলেদের জন্য ফাটল, কিন্তু Fusi সম্মুখীন, প্রতিযোগিতা আছে, আমি আপনাকে বলুন! (...) আমার ব্লগে আরো :)"
